STATUS,Order,Art No,Description,Rcv,Rcv Type,RcvCty,SL,Act Order,Plan Date,TotOrd,TotBal,TotDsp,TotBook,Orig Date,L,T,Rcvd Date,Tot Csm Qty,Order2,Transit,STMS,StockAvailDate
Conf,2401743741,256312,LEKMAN ** box 33x37x33 red,204,STO,PL,2,N,26-Sep-2014,44,0,0,44,26-Sep-2014,1,J,18-Sep-2014,44,,N,N,
Conf,2401743741,10247138,LEKMAN box 33x37x33 white,204,STO,PL,1,N,26-Sep-2014,44,44,0,0,26-Sep-2014,1,J,18-Sep-2014,0,,N,N,
Conf,2401743741,30155019,VARIERA N box 24x17 white,204,STO,PL,1,N,26-Sep-2014,520,520,0,0,26-Sep-2014,2,J,18-Sep-2014,0,,N,N,
Conf,2401743742,10222581,LEKMAN box 33x37x33 dark grey,205,STO,PL,2,N,26-Sep-2014,44,44,0,0,26-Sep-2014,1,J,18-Sep-2014,0,,N,N,
Conf,2401743742,30155019,VARIERA N box 24x17 white,205,STO,PL,1,N,26-Sep-2014,260,260,0,0,26-Sep-2014,1,J,18-Sep-2014,0,,N,N,
Conf,2401743743,10222581,LEKMAN box 33x37x33 dark grey,272,STO,NL,2,N,24-Sep-2014,44,0,0,44,24-Sep-2014,1,J,18-Sep-2014,44,,N,N,
Conf,2401743743,80234694,PLUGGIS box w lid 36x29x18 white,272,STO,NL,2,N,24-Sep-2014,60,0,0,60,24-Sep-2014,1,J,18-Sep-2014,60,,N,N,
Conf,2401743744,10222581,LEKMAN box 33x37x33 dark grey,274,STO,NL,2,N,24-Sep-2014,44,0,0,44,24-Sep-2014,1,J,18-Sep-2014,44,,N,N,
Conf,2401743744,10245337,LEKMAN mini chst/2 drw 33x25 red,274,STO,NL,2,N,24-Sep-2014,56,0,0,56,24-Sep-2014,1,J,18-Sep-2014,56,,N,N,
Conf,2401743745,50177242,TURBO clothes rack 117x59 black AP CN,277,DT,CN,2,N,09-Oct-2014,90,0,0,90,09-Oct-2014,1,J,18-Sep-2014,90,,N,N,
Conf,2401743746,30155019,VARIERA N box 24x17 white,278,STO,CZ,1,Y,29-Sep-2014,520,520,0,0,29-Sep-2014,2,J,18-Sep-2014,0,,N,N,
Conf,2401743747,30155019,VARIERA N box 24x17 white,294,STO,PL,1,N,26-Sep-2014,260,260,0,0,26-Sep-2014,1,J,18-Sep-2014,0,,N,N,
Conf,2401743748,30155019,VARIERA N box 24x17 white,306,STO,PL,1,N,25-Sep-2014,260,260,0,0,25-Sep-2014,1,J,18-Sep-2014,0,,N,N,
Conf,2401743749,10222581,LEKMAN box 33x37x33 dark grey,307,STO,PL,2,N,26-Sep-2014,44,44,0,0,26-Sep-2014,1,J,18-Sep-2014,0,,N,N,
Conf,2401743749,30155019,VARIERA N box 24x17 white,307,STO,PL,1,N,26-Sep-2014,260,260,0,0,26-Sep-2014,1,J,18-Sep-2014,0,,N,N,
Conf,2401743750,256312,LEKMAN ** box 33x37x33 red,312,STO,NL,2,N,26-Sep-2014,44,44,0,0,26-Sep-2014,1,J,18-Sep-2014,0,,N,N,
Conf,2401743750,10222581,LEKMAN box 33x37x33 dark grey,312,STO,NL,2,N,26-Sep-2014,44,44,0,0,26-Sep-2014,1,J,18-Sep-2014,0,,N,N,
Conf,2401743750,80234694,PLUGGIS box w lid 36x29x18 white,312,STO,NL,2,N,26-Sep-2014,60,60,0,0,26-Sep-2014,1,J,18-Sep-2014,0,,N,N,
Conf,2401743751,80234694,PLUGGIS box w lid 36x29x18 white,318,DT,AT,2,N,09-Oct-2014,360,360,0,0,09-Oct-2014,1,J,18-Sep-2014,0,,N,N,
Conf,2401743752,30155019,VARIERA N box 24x17 white,329,STO,PL,1,N,29-Sep-2014,260,260,0,0,29-Sep-2014,1,J,18-Sep-2014,0,,N,N,
Conf,2401743753,70138400,LEKMAN N box 33x37x33 red,339,DT,RU,2,N,02-Oct-2014,264,0,0,264,02-Oct-2014,1,J,18-Sep-2014,264,,N,N,
Conf,2401743754,10222581,LEKMAN box 33x37x33 dark grey,376,STO,BE,2,N,24-Sep-2014,44,0,0,44,24-Sep-2014,1,J,18-Sep-2014,44,,N,N,
Conf,2401743755,256312,LEKMAN ** box 33x37x33 red,403,STO,NL,2,N,26-Sep-2014,44,44,0,0,26-Sep-2014,1,J,18-Sep-2014,0,,N,N,
Conf,2401743755,10247138,LEKMAN box 33x37x33 white,403,STO,NL,1,N,26-Sep-2014,44,44,0,0,26-Sep-2014,1,J,18-Sep-2014,0,,N,N,
Conf,2401743756,10222581,LEKMAN box 33x37x33 dark grey,482,STO,BE,2,N,24-Sep-2014,44,0,0,44,24-Sep-2014,1,J,18-Sep-2014,44,,N,N,
Conf,2401743756,10247138,LEKMAN box 33x37x33 white,482,STO,BE,1,N,24-Sep-2014,44,0,0,44,24-Sep-2014,1,J,18-Sep-2014,44,,N,N,
Conf,2401743756,80234694,PLUGGIS box w lid 36x29x18 white,482,STO,BE,2,N,24-Sep-2014,60,0,0,60,24-Sep-2014,1,J,18-Sep-2014,60,,N,N,
Conf,2401743757,10222581,LEKMAN box 33x37x33 dark grey,483,STO,BE,2,N,29-Sep-2014,44,0,0,44,29-Sep-2014,1,J,18-Sep-2014,44,,N,N,
Conf,2401743758,30155019,VARIERA N box 24x17 white,489,STO,SK,1,N,29-Sep-2014,520,520,0,0,29-Sep-2014,2,J,18-Sep-2014,0,,N,N,
Conf,2401744850,30155019,VARIERA N box 24x17 white,1,DT,SE,1,N,26-Sep-2014,3380,3380,0,0,26-Sep-2014,1,J,19-Sep-2014,0,,N,N,
Conf,2401744850,30234696,PLUGGIS box w lid 27x24x16 white,1,DT,SE,2,N,26-Sep-2014,576,576,0,0,26-Sep-2014,1,J,19-Sep-2014,0,,N,N,
Conf,2401744850,40177233,TURBO clothes rack 117x59 black,1,DT,SE,2,N,10-Oct-2014,330,330,0,0,10-Oct-2014,1,J,19-Sep-2014,0,,N,N,
Conf,2401744850,70177255,VARIERA N box 34x24 white,1,DT,SE,2,N,10-Oct-2014,1800,1800,0,0,10-Oct-2014,1,J,19-Sep-2014,0,,N,N,
Conf,2401744850,80234694,PLUGGIS box w lid 36x29x18 white,1,DT,SE,2,N,26-Sep-2014,120,120,0,0,26-Sep-2014,2,J,19-Sep-2014,0,,Y,N,
Conf,2401744850,80234694,PLUGGIS box w lid 36x29x18 white,1,DT,SE,2,N,26-Sep-2014,240,240,0,0,26-Sep-2014,1,J,19-Sep-2014,0,,N,N,
Conf,2401744852,50234695,PLUGGIS box w lid 36x29x18 white AP CN,43,DT,JP,2,N,03-Oct-2014,360,360,0,0,03-Oct-2014,1,J,19-Sep-2014,0,,N,N,
Conf,2401744852,80193033,IKEA PS SANDSKÄR tray tbl white AP JP,43,DT,JP,3,N,03-Oct-2014,32,32,0,0,03-Oct-2014,1,J,19-Sep-2014,0,,N,N,
Conf,2401744853,256312,LEKMAN ** box 33x37x33 red,53,DT,DE,2,N,26-Sep-2014,2024,0,0,2024,26-Sep-2014,46,J,19-Sep-2014,2024,,Y,N,
Conf,2401744853,256312,LEKMAN ** box 33x37x33 red,53,DT,DE,2,N,03-Oct-2014,88,0,0,88,03-Oct-2014,2,J,19-Sep-2014,88,,Y,N,
Conf,2401744853,10222581,LEKMAN box 33x37x33 dark grey,53,DT,DE,2,N,26-Sep-2014,1936,0,0,1936,26-Sep-2014,44,J,19-Sep-2014,1936,,Y,N,
Conf,2401744853,10222581,LEKMAN box 33x37x33 dark grey,53,DT,DE,2,N,03-Oct-2014,88,0,0,88,03-Oct-2014,2,J,19-Sep-2014,88,,Y,N,
Conf,2401744853,10222581,LEKMAN box 33x37x33 dark grey,53,DT,DE,2,Y,26-Sep-2014,88,0,0,88,26-Sep-2014,2,J,19-Sep-2014,88,,Y,N,
Conf,2401744853,30155019,VARIERA N box 24x17 white,53,DT,DE,1,N,26-Sep-2014,2340,2340,0,0,26-Sep-2014,1,J,19-Sep-2014,0,,N,N,
Conf,2401744853,30155019,VARIERA N box 24x17 white,53,DT,DE,1,N,26-Sep-2014,8580,8580,0,0,26-Sep-2014,33,J,19-Sep-2014,0,,Y,N,
Conf,2401744853,30155019,VARIERA N box 24x17 white,53,DT,DE,1,Y,26-Sep-2014,520,520,0,0,26-Sep-2014,2,J,19-Sep-2014,0,,Y,N,
Conf,2401744853,50234704,PLUGGIS container with rail s7 white,53,DT,DE,4,N,26-Sep-2014,288,0,0,288,26-Sep-2014,4,J,19-Sep-2014,288,,Y,N,
Conf,2401744853,70177255,VARIERA N box 34x24 white,53,DT,DE,2,N,10-Oct-2014,4320,4320,0,0,10-Oct-2014,1,J,19-Sep-2014,0,,N,N,
Conf,2401744853,80234694,PLUGGIS box w lid 36x29x18 white,53,DT,DE,2,N,26-Sep-2014,1020,0,0,1020,26-Sep-2014,17,J,19-Sep-2014,1020,,Y,N,
Conf,2401744853,90174642,IKEA PS SANDSKÄR NN tray tbl white,53,DT,DE,3,N,26-Sep-2014,16,0,0,16,26-Sep-2014,1,J,19-Sep-2014,16,,Y,N,
Conf,2401744854,70177255,VARIERA N box 34x24 white,61,DT,US,2,N,10-Oct-2014,600,600,0,0,10-Oct-2014,1,J,19-Sep-2014,0,,N,N,
Conf,2401744855,10222581,LEKMAN box 33x37x33 dark grey,87,STO,NL,2,N,29-Sep-2014,44,44,0,0,29-Sep-2014,1,J,19-Sep-2014,0,,N,N,
Conf,2401744856,10222581,LEKMAN box 33x37x33 dark grey,88,STO,NL,2,N,25-Sep-2014,44,44,0,0,25-Sep-2014,1,J,19-Sep-2014,0,,N,N,
Conf,2401744857,10247138,LEKMAN box 33x37x33 white,89,STO,NL,1,N,25-Sep-2014,44,0,0,44,25-Sep-2014,1,J,19-Sep-2014,44,,N,N,
Conf,2401744858,10222581,LEKMAN box 33x37x33 dark grey,151,STO,NL,2,N,25-Sep-2014,44,0,0,44,25-Sep-2014,1,J,19-Sep-2014,44,,N,N,
Conf,2401744859,50234695,PLUGGIS box w lid 36x29x18 white AP CN,164,DT,AU,2,N,03-Oct-2014,120,120,0,0,03-Oct-2014,2,J,19-Sep-2014,0,,Y,N,
Conf,2401744860,10222581,LEKMAN box 33x37x33 dark grey,169,STO,BE,2,N,25-Sep-2014,44,0,0,44,25-Sep-2014,1,J,19-Sep-2014,44,,N,N,
Conf,2401744861,10222581,LEKMAN box 33x37x33 dark grey,179,STO,BE,2,N,25-Sep-2014,44,0,0,44,25-Sep-2014,1,J,19-Sep-2014,44,,N,N,
Conf,2401744862,10222581,LEKMAN box 33x37x33 dark grey,180,STO,HU,2,N,01-Oct-2014,44,44,0,0,01-Oct-2014,1,J,19-Sep-2014,0,,N,N,
Conf,2401744864,256312,LEKMAN ** box 33x37x33 red,203,STO,PL,2,N,26-Sep-2014,44,44,0,0,26-Sep-2014,1,J,19-Sep-2014,0,,N,N,
Conf,2401744864,10222581,LEKMAN box 33x37x33 dark grey,203,STO,PL,2,N,26-Sep-2014,44,44,0,0,26-Sep-2014,1,J,19-Sep-2014,0,,N,N,
Conf,2401744864,10247138,LEKMAN box 33x37x33 white,203,STO,PL,1,N,26-Sep-2014,44,44,0,0,26-Sep-2014,1,J,19-Sep-2014,0,,N,N,
Conf,2401744865,10222581,LEKMAN box 33x37x33 dark grey,217,STO,IL,4,N,29-Sep-2014,44,44,0,0,29-Sep-2014,1,J,19-Sep-2014,0,,N,N,
Conf,2401744866,50245335,LEKMAN mini chest drw 33x25 red,236,DT,IT,2,N,29-Sep-2014,66,66,0,0,29-Sep-2014,1,J,19-Sep-2014,0,,Y,N,
Conf,2401744867,70177255,VARIERA N box 34x24 white,247,DT,FR,2,N,10-Oct-2014,480,480,0,0,10-Oct-2014,1,J,19-Sep-2014,0,,N,N,
Conf,2401744868,10222581,LEKMAN box 33x37x33 dark grey,270,STO,NL,2,N,25-Sep-2014,44,44,0,0,25-Sep-2014,1,J,19-Sep-2014,0,,N,N,
Conf,2401744870,256312,LEKMAN ** box 33x37x33 red,306,STO,PL,2,N,26-Sep-2014,44,44,0,0,26-Sep-2014,1,J,19-Sep-2014,0,,N,N,
Conf,2401744870,10222581,LEKMAN box 33x37x33 dark grey,306,STO,PL,2,N,26-Sep-2014,44,44,0,0,26-Sep-2014,1,J,19-Sep-2014,0,,N,N,
Conf,2401744870,30155019,VARIERA N box 24x17 white,306,STO,PL,1,N,26-Sep-2014,260,260,0,0,26-Sep-2014,1,J,19-Sep-2014,0,,N,N,
Conf,2401744870,50234704,PLUGGIS container with rail s7 white,306,STO,PL,4,N,26-Sep-2014,72,0,0,72,26-Sep-2014,1,J,19-Sep-2014,72,,N,N,
Conf,2401744871,30155019,VARIERA N box 24x17 white,307,STO,PL,1,N,29-Sep-2014,260,260,0,0,29-Sep-2014,1,J,19-Sep-2014,0,,N,N,
Conf,2401744872,70177255,VARIERA N box 34x24 white,310,DT,PL,2,N,10-Oct-2014,480,480,0,0,10-Oct-2014,1,J,19-Sep-2014,0,,N,N,
Conf,2401744873,10222581,LEKMAN box 33x37x33 dark grey,312,STO,NL,2,N,29-Sep-2014,44,44,0,0,29-Sep-2014,1,J,19-Sep-2014,0,,N,N,
Conf,2401744874,70177255,VARIERA N box 34x24 white,345,DT,US,2,N,10-Oct-2014,1440,1440,0,0,10-Oct-2014,1,J,19-Sep-2014,0,,N,N,
Conf,2401744875,30155019,VARIERA N box 24x17 white,359,DT,BE,1,N,01-Oct-2014,10660,10660,0,0,01-Oct-2014,1,J,19-Sep-2014,0,,N,N,
Conf,2401744876,256312,LEKMAN ** box 33x37x33 red,375,STO,BE,2,N,26-Sep-2014,44,0,0,44,26-Sep-2014,1,J,19-Sep-2014,44,,N,N,
Conf,2401744876,10222581,LEKMAN box 33x37x33 dark grey,375,STO,BE,2,N,26-Sep-2014,88,88,0,0,26-Sep-2014,2,J,19-Sep-2014,0,,N,N,
Conf,2401744876,10247138,LEKMAN box 33x37x33 white,375,STO,BE,1,N,26-Sep-2014,88,0,0,88,26-Sep-2014,2,J,19-Sep-2014,88,,N,N,
Conf,2401744877,10222581,LEKMAN box 33x37x33 dark grey,378,STO,NL,2,N,25-Sep-2014,44,0,0,44,25-Sep-2014,1,J,19-Sep-2014,44,,N,N,
Conf,2401744878,256312,LEKMAN ** box 33x37x33 red,404,STO,NL,2,N,26-Sep-2014,44,44,0,0,26-Sep-2014,1,J,19-Sep-2014,0,,N,N,
Conf,2401744878,10222581,LEKMAN box 33x37x33 dark grey,404,STO,NL,2,N,26-Sep-2014,44,44,0,0,26-Sep-2014,1,J,19-Sep-2014,0,,N,N,
Conf,2401744878,10247138,LEKMAN box 33x37x33 white,404,STO,NL,1,N,26-Sep-2014,88,88,0,0,26-Sep-2014,2,J,19-Sep-2014,0,,N,N,
Conf,2401744879,10222581,LEKMAN box 33x37x33 dark grey,482,STO,BE,2,N,25-Sep-2014,44,0,0,44,25-Sep-2014,1,J,19-Sep-2014,44,,N,N,
Conf,2401744880,50245335,LEKMAN mini chest drw 33x25 red,483,STO,BE,2,N,29-Sep-2014,66,66,0,0,29-Sep-2014,1,J,19-Sep-2014,0,,N,N,
Conf,2401744881,30234696,PLUGGIS box w lid 27x24x16 white,487,DT,ES,2,N,03-Oct-2014,288,288,0,0,03-Oct-2014,1,J,19-Sep-2014,0,,N,N,
Conf,2401744882,70177255,VARIERA N box 34x24 white,490,DT,US,2,N,10-Oct-2014,360,360,0,0,10-Oct-2014,1,J,19-Sep-2014,0,,N,N,
